City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Thompson,CA,2021-01-30 23:08:49,55.7435,-97.8558,15.8,86,90,3.44
294,Gizo,SB,2021-01-30 23:11:49,-8.103,156.8419,85.28,73,93,20.04
295,Muscat,OM,2021-01-30 23:11:49,23.6139,58.5922,64.4,68,0,2.3
296,Cedar City,US,2021-01-30 23:11:49,37.6775,-113.0619,42.8,36,1,4.34
297,Kensington,AU,2021-01-30 23:11:49,-33.9167,151.2167,73.4,83,90,20.71
298,Lompoc,US,2021-01-30 23:07:04,34.6391,-120.4579,59.0,58,1,3.44
299,Krasnorechenskiy,RU,2021-01-30 23:11:49,44.6265,135.3532,-17.5,84,45,7.4
300,Hobyo,SO,2021-01-30 23:02:33,5.3505,48.5268,74.93,79,22,15.57
301,Borgosesia,IT,2021-01-30 23:11:50,45.7145,8.2799,41.0,92,100,2.66
302,Ponta Do Sol,PT,2021-01-30 23:11:50,32.6667,-17.1,60.01,75,52,1.99
303,San Bartolome De Tirajana,ES,2021-01-30 23:11:50,27.9248,-15.5733,64.4,77,75,24.16
304,Namatanai,PG,2021-01-30 23:00:40,-3.6667,152.4333,83.53,70,100,12.8
305,Pastos Bons,BR,2021-01-30 23:11:50,-6.6017,-44.0767,73.78,88,86,4.05
306,Aykhal,RU,2021-01-30 23:06:51,66.0,111.5,-33.48,80,80,13.06
307,Tual,ID,2021-01-30 23:06:47,-5.6667,132.75,83.75,74,83,13.04
308,Saint-Augustin,CA,2021-01-30 23:07:16,51.226,-58.6502,27.68,93,67,16.82
309,Ostrovnoy,RU,2021-01-30 23:01:54,68.0531,39.5131,14.07,95,100,7.78
310,Sao Felix Do Xingu,BR,2021-01-30 23:07:16,-6.6447,-51.995,73.92,94,100,2.51
311,Kendari,ID,2021-01-30 23:02:31,-3.945,122.4989,75.79,88,100,2.44
312,Karratha,AU,2021-01-30 23:11:51,-20.7377,116.8463,87.3,50,100,5.21
313,Porto Novo,BJ,2021-01-30 23:08:52,6.4965,2.6036,84.2,84,20,10.36
314,Stornoway,GB,2021-01-30 23:11:51,58.2093,-6.3865,37.99,65,90,8.05
315,Shimizu,JP,2021-01-30 23:11:52,43.0061,142.8847,15.8,62,20,3.44
316,Mogok,MM,2021-01-30 23:08:08,22.9167,96.5,51.22,73,0,1.81
317,Gazojak,TM,2021-01-30 23:11:52,41.1875,61.4036,43.27,56,83,8.12
318,Te Anau,NZ,2021-01-30 23:06:41,-45.4167,167.7167,61.27,59,83,4.9
319,Anadyr,RU,2021-01-30 23:02:21,64.75,177.4833,-5.8,65,96,24.61
320,Llanes,ES,2021-01-30 23:11:52,43.4198,-4.7549,55.99,66,100,27.36
321,Tecoanapa,MX,2021-01-30 23:11:52,16.5167,-98.75,82.74,65,100,8.7
322,Oranjemund,NA,2021-01-30 23:02:27,-28.55,16.4333,61.43,88,0,8.79
323,Duki,PK,2021-01-30 23:11:53,30.1541,68.5728,46.44,42,0,0.13
324,Grindavik,IS,2021-01-30 23:02:15,63.8424,-22.4338,21.2,73,0,5.75
325,Ponta Delgada,PT,2021-01-30 23:02:03,37.7333,-25.6667,62.01,100,20,16.11
326,Khatanga,RU,2021-01-30 23:02:06,71.9667,102.5,-46.62,78,29,1.28
327,Maine-Soroa,NE,2021-01-30 23:11:53,13.2114,12.0241,67.44,24,4,9.53
328,Sao Filipe,CV,2021-01-30 23:02:24,14.8961,-24.4956,74.19,60,96,12.24
329,Kristiinankaupunki,FI,2021-01-30 23:11:53,62.2743,21.376,18.86,96,100,11.54
330,Oum Hadjer,TD,2021-01-30 23:11:54,13.2954,19.6966,71.22,22,0,8.97
331,Santa Comba,ES,2021-01-30 23:11:54,43.0331,-8.8093,55.99,77,100,3.0
332,Hashtrud,IR,2021-01-30 23:11:54,37.4779,47.0508,18.63,94,17,10.07
333,Haimen,CN,2021-01-30 23:11:54,23.1935,116.6142,48.2,93,0,7.49
334,Paredon,MX,2021-01-30 23:11:54,16.0333,-93.8667,86.85,49,50,8.28
335,Shingu,JP,2021-01-30 23:02:27,33.7333,135.9833,44.6,76,75,8.05
336,Virginia Beach,US,2021-01-30 23:05:19,36.8529,-75.978,34.0,64,42,2.01
337,Rocha,UY,2021-01-30 23:01:09,-34.4833,-54.3333,68.74,86,98,17.87
338,Louga,RU,2021-01-30 23:11:55,58.7372,29.8453,17.6,97,52,5.41
339,Tautira,PF,2021-01-30 23:00:32,-17.7333,-149.15,86.0,62,75,12.66
340,Saint-Francois,FR,2021-01-30 23:02:11,46.4154,3.9054,44.6,87,0,3.44
341,Burnie,AU,2021-01-30 23:11:55,-41.0667,145.9167,63.0,57,83,5.99
342,Mangrol,IN,2021-01-30 23:09:32,21.1167,70.1167,62.15,32,0,10.6
343,Felanitx,ES,2021-01-30 23:11:55,39.4696,3.1483,57.99,62,20,10.36
344,Alta Floresta,BR,2021-01-30 23:07:21,-9.8756,-56.0861,73.9,95,85,1.79
345,Ambilobe,MG,2021-01-30 23:07:24,-13.2,49.05,73.22,93,2,2.17
346,Tucuman,AR,2021-01-30 23:08:39,-26.8241,-65.2226,71.6,94,90,8.05
347,Kattivakkam,IN,2021-01-30 23:11:56,13.2167,80.3167,73.4,94,20,6.22
348,Hofn,IS,2021-01-30 23:08:26,64.2539,-15.2082,20.14,85,87,20.2
349,Mandsaur,IN,2021-01-30 23:09:19,24.0667,75.0667,52.63,40,0,4.47
350,Kilmallock,IE,2021-01-30 23:11:56,52.4,-8.5772,39.99,87,88,5.99
351,Lucapa,AO,2021-01-30 23:10:59,-8.4192,20.7447,66.49,93,100,1.9
352,Luoyang,CN,2021-01-30 23:11:57,34.6836,112.4536,42.01,99,19,5.59
353,Sestri Levante,IT,2021-01-30 23:11:57,44.2732,9.3968,52.0,99,100,6.96
354,Sept-Iles,CA,2021-01-30 23:07:20,50.2001,-66.3821,19.4,58,20,8.05
355,Plouzane,FR,2021-01-30 23:09:28,48.3833,-4.6167,51.8,100,90,12.66
356,Viedma,AR,2021-01-30 23:07:31,-40.8135,-62.9967,66.0,47,74,15.43
357,Andra,RU,2021-01-30 23:07:26,62.5147,65.8878,-9.45,90,100,8.52
358,Chumikan,RU,2021-01-30 23:01:22,54.7183,135.315,-18.94,80,81,24.07
359,Codrington,AU,2021-01-30 23:02:00,-38.2667,141.9667,61.52,65,93,7.29
360,Bowen,AU,2021-01-30 23:11:58,-20.0167,148.2333,78.8,89,75,12.66
361,Ullal,IN,2021-01-30 23:11:58,12.8,74.85,75.2,83,20,4.74
362,Tezu,IN,2021-01-30 23:11:58,27.9167,96.1667,54.19,47,17,3.62
363,Novyy Urengoy,RU,2021-01-30 23:08:41,66.0833,76.6333,-24.29,85,100,16.44
364,Asfi,MA,2021-01-30 23:11:58,32.2994,-9.2372,59.23,88,57,8.55
365,Naron,ES,2021-01-30 23:11:58,43.5167,-8.1528,55.0,76,40,9.22
366,Dekernes,EG,2021-01-30 23:11:59,31.0876,31.595,57.2,67,0,11.5
367,Esperance,AU,2021-01-30 23:09:16,-33.8667,121.9,57.2,88,0,12.66
368,Kamenka,RU,2021-01-30 23:11:04,51.3223,42.7678,35.01,94,100,14.12
369,Zambezi,ZM,2021-01-30 23:11:59,-13.5432,23.1047,67.06,92,100,4.54
370,West Wendover,US,2021-01-30 23:11:59,40.7391,-114.0733,44.6,36,20,3.44
371,Richards Bay,ZA,2021-01-30 23:06:47,-28.783,32.0377,73.45,92,99,2.8
372,East London,ZA,2021-01-30 23:02:03,-33.0153,27.9116,69.87,83,2,2.01
373,Kismayo,SO,2021-01-30 23:11:59,-0.3582,42.5454,75.65,83,52,14.58
374,Praia,CV,2021-01-30 23:12:00,14.9215,-23.5087,71.6,68,0,17.27
375,Chuy,UY,2021-01-30 23:09:29,-33.6971,-53.4616,73.92,75,58,14.9
376,Innerleithen,GB,2021-01-30 23:12:00,55.6193,-3.063,30.99,10,55,3.4
377,Decatur,US,2021-01-30 23:11:06,39.8403,-88.9548,36.0,93,90,23.02
378,Ketchikan,US,2021-01-30 23:12:00,55.3422,-131.6461,37.4,87,90,3.44
379,Otane,NZ,2021-01-30 23:12:01,-39.8833,176.6333,66.99,56,63,5.53
380,Nome,US,2021-01-30 23:08:34,64.5011,-165.4064,-7.6,64,1,5.75
381,Mackenzie,CA,2021-01-30 23:08:53,55.2999,-123.1698,12.2,67,90,3.44
382,Olga,RU,2021-01-30 23:12:01,43.7444,135.2892,-4.02,82,0,10.2
383,Sorland,NO,2021-01-30 23:01:16,67.667,12.6934,31.28,91,56,9.35
384,Sosnytsya,UA,2021-01-30 23:12:01,51.5239,32.4999,25.86,99,100,4.16
385,Rawah,IQ,2021-01-30 23:12:01,34.4816,41.9093,48.63,58,36,10.87
386,Paamiut,GL,2021-01-30 23:02:30,61.994,-49.6678,25.7,89,21,14.74
387,Mehamn,NO,2021-01-30 23:08:36,71.0357,27.8492,25.29,96,100,22.28
388,Hope,US,2021-01-30 23:07:53,33.6671,-93.5916,61.0,70,82,4.0
389,Bardiyah,LY,2021-01-30 23:12:03,31.7561,25.0865,60.57,64,0,14.41
390,Chitral,PK,2021-01-30 23:07:59,35.8462,71.7858,32.95,56,0,6.4
391,Redmond,US,2021-01-30 23:12:03,47.674,-122.1215,48.0,80,100,6.29
392,Biak,ID,2021-01-30 23:02:36,-0.9131,122.8766,77.49,71,100,3.78
393,Gurupi,BR,2021-01-30 23:12:03,-11.7292,-49.0686,77.22,75,70,2.44
394,Gouyave,GD,2021-01-30 23:08:57,12.1646,-61.7296,80.6,74,20,11.5
395,Yeppoon,AU,2021-01-30 23:07:18,-23.1333,150.7333,80.6,61,40,11.5
396,Mitsamiouli,KM,2021-01-30 23:10:34,-11.3847,43.2844,81.79,77,100,10.13
397,Rairangpur,IN,2021-01-30 23:12:04,22.2676,86.1751,49.66,46,0,1.48
398,Kaili,ID,2021-01-30 23:12:04,-3.4626,120.2147,67.06,92,100,1.3
399,Grand Gaube,MU,2021-01-30 23:08:52,-20.0064,57.6608,75.99,87,1,1.99
400,Kruisfontein,ZA,2021-01-30 23:02:07,-34.0033,24.7314,61.0,87,1,1.01
401,Coahuayana,MX,2021-01-30 23:08:36,18.7333,-103.6833,80.6,61,20,6.91
402,Darab,IR,2021-01-30 23:12:05,28.7519,54.5444,52.07,51,4,6.08
403,Alice Springs,AU,2021-01-30 23:02:16,-23.7,133.8833,84.2,26,38,18.41
404,Mudgee,AU,2021-01-30 23:12:05,-32.5943,149.5871,78.8,61,40,5.75
405,Am Timan,TD,2021-01-30 23:09:24,11.0297,20.2827,73.08,21,0,6.26
406,Mujiayingzi,CN,2021-01-30 23:12:05,42.1167,118.7833,13.1,90,54,7.27
407,Lisakovsk,KZ,2021-01-30 23:12:05,52.5369,62.4936,7.92,95,1,3.74
408,Poum,NC,2021-01-30 23:10:20,-20.2333,164.0167,79.68,67,62,11.65
409,Iqaluit,CA,2021-01-30 23:10:09,63.7506,-68.5145,-7.01,71,1,17.27
410,Buraydah,SA,2021-01-30 23:09:16,26.326,43.975,51.8,66,0,8.05
411,Lusaka,ZM,2021-01-30 23:10:05,-15.4067,28.2871,65.12,94,100,3.76
412,Hervey Bay,AU,2021-01-30 23:12:07,-25.2986,152.8535,82.0,67,36,11.01
413,Hurricane,US,2021-01-30 23:12:07,37.1753,-113.2899,52.0,49,1,2.1
414,Bathsheba,BB,2021-01-30 23:02:19,13.2167,-59.5167,80.6,65,40,13.8
415,Kouango,CF,2021-01-30 23:11:18,4.9934,19.9619,75.0,30,49,3.24
416,Hirara,JP,2021-01-30 23:02:26,24.8,125.2833,62.6,72,40,10.36
417,Zhigansk,RU,2021-01-30 23:02:32,66.7697,123.3711,-49.52,76,67,0.72
418,Soyo,AO,2021-01-30 23:02:09,-6.1349,12.3689,79.9,84,100,9.84
419,Puerto Escondido,MX,2021-01-30 23:12:08,15.85,-97.0667,84.2,70,40,6.91
420,Palu,ID,2021-01-30 23:09:35,-0.8917,119.8707,75.52,70,100,2.24
421,Ndele,CF,2021-01-30 23:12:08,8.4109,20.6473,76.51,19,42,8.23
422,Mangaratiba,BR,2021-01-30 23:12:09,-22.9597,-44.0406,82.4,69,0,11.5
423,Wiang Sa,TH,2021-01-30 23:12:09,8.6359,99.3666,71.6,100,20,4.61
424,Puerto Quijarro,BO,2021-01-30 23:12:09,-17.7833,-57.7667,84.16,56,48,4.29
425,Launceston,AU,2021-01-30 23:12:09,-41.45,147.1667,60.01,58,90,11.5
426,Voyinka,UA,2021-01-30 23:12:09,45.8699,33.9914,42.1,89,100,0.98
427,Kropotkin,RU,2021-01-30 23:12:09,45.4375,40.5756,36.41,85,43,9.84
428,Kyenjojo,UG,2021-01-30 23:12:10,0.6328,30.6214,63.59,78,100,1.86
429,Victoria,HK,2021-01-30 22:59:47,22.2855,114.1577,62.01,65,11,1.01
430,Cockburn Town,TC,2021-01-30 23:01:18,21.4612,-71.1419,73.4,60,20,11.5
431,Diego De Almagro,CL,2021-01-30 23:12:10,-26.3667,-70.05,74.5,25,0,8.66
432,Belyy,RU,2021-01-30 23:12:11,55.8402,32.9419,18.18,97,100,6.13
433,Pocone,BR,2021-01-30 23:12:11,-16.2567,-56.6228,82.02,64,49,2.37
434,Chandler,US,2021-01-30 23:10:12,33.3062,-111.8412,64.0,39,1,4.61
435,Salinopolis,BR,2021-01-30 23:09:01,-0.6136,-47.3561,79.18,86,100,10.98
436,Half Moon Bay,US,2021-01-30 23:07:25,37.4636,-122.4286,59.0,76,90,8.05
437,Harper,LR,2021-01-30 23:03:18,4.375,-7.7169,78.42,87,34,6.89
438,Kangaatsiaq,GL,2021-01-30 23:09:20,68.3065,-53.4641,10.44,94,97,3.67
439,Batagay-Alyta,RU,2021-01-30 23:12:13,67.8006,130.4114,-36.83,80,94,2.08
440,Shumikha,RU,2021-01-30 23:12:13,55.2261,63.2961,8.64,96,97,5.57
441,Sinop,TR,2021-01-30 23:12:13,41.7711,34.8709,38.75,76,100,10.0
442,Balyaga,RU,2021-01-30 23:12:13,51.1507,108.921,-4.99,85,100,7.2
443,Kysyl-Syr,RU,2021-01-30 23:06:44,63.8986,122.7617,-52.94,75,50,2.59
444,Carutapera,BR,2021-01-30 23:09:10,-1.195,-46.02,79.11,80,64,7.56
445,Port Augusta,AU,2021-01-30 22:59:41,-32.5,137.7667,66.2,68,100,12.66
446,Ambovombe,MG,2021-01-30 23:12:14,-25.1667,46.0833,79.48,72,28,8.41
447,Berlevag,NO,2021-01-30 23:02:35,70.8578,29.0864,24.85,96,100,21.05
448,Yanam,IN,2021-01-30 23:12:14,16.7333,82.2167,68.05,95,100,1.99
449,Lasa,IT,2021-01-30 23:07:03,46.6166,10.7002,39.99,100,90,2.66
450,Wewak,PG,2021-01-30 23:09:10,-3.5534,143.6268,82.49,79,95,10.45
451,Sharlyk,RU,2021-01-30 23:12:15,52.9167,54.75,17.02,96,72,6.17
452,Aklavik,CA,2021-01-30 23:07:23,68.2191,-135.0107,-18.4,76,75,2.3
453,Port-Gentil,GA,2021-01-30 23:09:08,-0.7193,8.7815,78.8,83,75,12.66
454,Ostersund,SE,2021-01-30 23:12:15,63.1792,14.6357,3.2,85,90,1.3
455,Benghazi,LY,2021-01-30 23:12:16,32.1167,20.0667,62.15,83,0,8.5
456,Gao,ML,2021-01-30 23:09:21,16.6362,1.637,68.36,21,0,10.58
457,Constitucion,CL,2021-01-30 23:12:17,-35.3333,-72.4167,63.61,86,46,8.3
458,Along,IN,2021-01-30 23:08:03,28.1667,94.7667,45.23,78,2,2.44
459,Ascension,US,2021-01-30 23:07:44,30.2169,-90.9001,71.6,60,90,17.27
460,Abalak,RU,2021-01-30 23:10:18,58.1286,68.5944,13.64,96,100,10.22
461,Quatre Cocos,MU,2021-01-30 23:07:19,-20.2078,57.7625,78.8,89,40,11.63
462,Najran,SA,2021-01-30 23:06:56,17.4924,44.1277,64.4,25,0,2.42
463,Faya,SA,2021-01-30 23:02:37,18.3851,42.4509,55.4,62,0,4.16
464,Mao,ES,2021-01-30 23:09:10,39.8885,4.2658,50.0,87,20,8.05
465,Talnakh,RU,2021-01-30 23:06:59,69.4865,88.3972,-31.13,70,0,6.46
466,Penzance,GB,2021-01-30 23:12:18,50.1186,-5.5371,45.0,93,90,16.11
467,Laguna,US,2021-01-30 23:07:23,38.421,-121.4238,61.0,47,75,8.05
468,Vytegra,RU,2021-01-30 23:12:19,61.0064,36.4481,17.17,96,48,6.35
469,Maua,BR,2021-01-30 23:01:56,-23.6678,-46.4614,78.8,65,0,12.66
470,Madang,PG,2021-01-30 23:12:19,-5.2246,145.7966,80.53,85,99,6.71
471,Shaowu,CN,2021-01-30 23:12:19,27.3409,117.4831,47.95,66,79,1.9
472,Sambava,MG,2021-01-30 23:08:40,-14.2667,50.1667,76.1,87,33,6.06
473,Ewa Beach,US,2021-01-30 23:12:20,21.3156,-158.0072,80.6,53,75,5.75
474,Knysna,ZA,2021-01-30 23:12:20,-34.0363,23.0471,64.4,82,75,3.44
475,Riyadh,SA,2021-01-30 23:07:47,24.6877,46.7219,51.8,46,0,5.75
476,Buin,CL,2021-01-30 23:12:20,-33.7333,-70.75,73.0,100,90,5.41
477,Samarai,PG,2021-01-30 23:06:55,-10.6167,150.6667,84.43,73,99,18.48
478,Adrar,MR,2021-01-30 23:12:21,20.5022,-10.0711,67.73,23,48,7.99
479,Libourne,FR,2021-01-30 23:12:21,44.9167,-0.25,51.8,93,90,26.46
480,Liberty,US,2021-01-30 23:12:21,31.8335,-81.5004,53.6,66,20,5.75
481,Lixourion,GR,2021-01-30 23:12:22,38.2019,20.4314,54.7,70,70,7.56
482,Tartagal,AR,2021-01-30 23:10:29,-22.5164,-63.8013,86.2,53,5,3.29
483,Heihe,CN,2021-01-30 23:12:22,50.2441,127.4902,-34.6,74,0,3.85
484,Kos,GR,2021-01-30 23:12:22,36.8933,27.2889,55.4,71,20,8.05
485,Sakakah,SA,2021-01-30 23:09:11,29.9697,40.2064,42.8,52,0,6.91
486,Sioux Lookout,CA,2021-01-30 23:12:23,50.1001,-91.917,23.0,86,90,5.75
487,Changji,CN,2021-01-30 23:12:23,44.0167,87.3167,1.4,85,90,1.19
488,Humaita,BR,2021-01-30 23:12:23,-7.5061,-63.0208,77.22,95,93,2.93
489,Tombouctou,ML,2021-01-30 23:12:24,20.0,-3.0,68.67,20,43,9.4
490,Siirt,TR,2021-01-30 23:12:24,37.9326,41.9403,33.87,86,62,5.86
491,Dawlatabad,AF,2021-01-30 23:12:24,36.4141,64.9053,53.2,43,100,1.72
492,Bethel,US,2021-01-30 23:12:24,41.3712,-73.414,23.0,45,1,4.94
493,Birakan,RU,2021-01-30 23:12:24,49.0167,131.7,-27.47,83,0,3.89
494,Abu Dhabi,AE,2021-01-30 23:07:16,24.4667,54.3667,68.0,56,0,12.37
495,Erzin,TR,2021-01-30 23:12:25,36.9559,36.2,52.0,97,100,34.0
496,Zeitz,DE,2021-01-30 23:12:25,51.05,12.15,30.0,71,100,6.64
497,Esterhazy,CA,2021-01-30 23:12:25,50.65,-102.0843,19.4,86,96,8.05
498,Ayan,RU,2021-01-30 23:12:25,56.45,138.1667,-7.6,86,100,6.29
499,Mayna,RU,2021-01-30 23:12:25,54.1135,47.6231,21.36,97,98,8.08
500,Bereznik,RU,2021-01-30 23:12:26,62.8551,42.7072,20.35,98,95,5.55
501,Vikhorevka,RU,2021-01-30 23:07:13,56.1201,101.1636,-40.0,74,16,6.71
502,Benguela,AO,2021-01-30 23:05:06,-12.5763,13.4055,77.05,77,90,5.1
503,Udon Thani,TH,2021-01-30 23:12:26,17.3333,102.8333,68.0,68,7,3.69
504,Hami,CN,2021-01-30 23:07:24,42.8,93.45,20.32,84,0,2.51
505,Tucuma,BR,2021-01-30 23:09:50,-0.1833,-50.05,76.78,91,99,7.29
506,Necochea,AR,2021-01-30 23:08:34,-38.5473,-58.7368,62.01,60,100,14.0
507,Nouadhibou,MR,2021-01-30 23:08:57,20.931,-17.0347,68.0,58,40,17.92
508,Byron Bay,AU,2021-01-30 23:05:02,-28.65,153.6167,77.0,88,75,3.44
509,Udachnyy,RU,2021-01-30 23:12:27,66.4167,112.4,-31.16,80,98,9.55
510,Kahului,US,2021-01-30 23:12:27,20.8947,-156.47,78.8,57,40,18.41
511,Huarmey,PE,2021-01-30 23:12:27,-10.0681,-78.1522,73.78,70,66,10.63
512,Gorgan,IR,2021-01-30 23:12:27,36.8387,54.4348,50.0,93,90,4.61
513,Effingham,US,2021-01-30 23:12:28,32.3669,-81.3332,51.8,66,75,11.5
514,Kurilsk,RU,2021-01-30 23:12:28,45.2333,147.8833,19.71,95,100,18.88
515,Aswan,EG,2021-01-30 23:12:28,24.0934,32.907,54.46,40,0,8.55
516,Iskateley,RU,2021-01-30 23:07:34,67.6803,53.1512,2.97,93,100,11.86
517,Shitkino,RU,2021-01-30 23:12:28,56.3703,98.3543,-41.49,79,32,2.13
518,Carbonia,IT,2021-01-30 23:12:28,39.1672,8.5222,57.99,82,20,12.66
519,Bara,NG,2021-01-30 23:12:28,10.3744,10.7288,70.97,23,0,7.63
520,Ibaiti,BR,2021-01-30 23:07:57,-23.8486,-50.1878,71.01,99,100,1.01
521,Bahia Honda,CU,2021-01-30 23:08:21,22.9036,-83.1592,71.2,68,60,7.07
522,Bambanglipuro,ID,2021-01-30 23:02:30,-7.95,110.2833,75.25,86,100,3.29
523,Taltal,CL,2021-01-30 23:07:18,-25.4,-70.4833,69.58,66,22,5.3
524,Vao,NC,2021-01-30 23:09:07,-22.6667,167.4833,75.43,80,80,24.9
525,Chulman,RU,2021-01-30 23:12:29,56.8479,124.9104,-36.54,80,100,0.43
526,Hamilton,US,2021-01-30 23:11:57,39.1834,-84.5333,36.0,51,90,3.44
527,Boshnyakovo,RU,2021-01-30 23:12:30,49.6333,142.1667,-2.54,92,100,10.65
528,Coruripe,BR,2021-01-30 23:12:30,-10.1256,-36.1756,78.39,81,81,10.47
529,Pervomayskiy,RU,2021-01-30 23:12:30,53.2485,40.2871,25.0,86,100,15.75
530,Wairoa,NZ,2021-01-30 23:12:30,-39.0333,177.3667,62.01,71,80,1.99
